Epoch,Generator Loss,Discriminator Loss
57,-1.194003701210022,-0.15302014350891113
58,-1.0853843688964844,-0.12682771682739258
59,-1.0983624458312988,-0.024683475494384766
60,-1.0578861236572266,0.04030251502990723
61,-1.095799207687378,-0.05561494827270508
62,-1.0959765911102295,-0.09742915630340576
63,-1.1998682022094727,-0.018490195274353027
64,-1.0243557691574097,-0.08066391944885254
65,-0.9502792358398438,-0.07077431678771973
66,-1.1105272769927979,-0.15869271755218506
67,-1.0607799291610718,-0.08967697620391846
68,-1.1389213800430298,0.12068617343902588
69,-1.0945008993148804,0.03427445888519287
70,-1.169921875,-0.23605990409851074
71,-1.0817404985427856,-0.09438204765319824
72,-1.3197433948516846,-0.008296489715576172
73,-1.1350229978561401,-0.14216125011444092
74,-1.0280380249023438,-0.04448294639587402
75,-1.1186152696609497,-0.13483989238739014
76,-1.075097680091858,-0.03912925720214844
77,-1.0888597965240479,-0.14131301641464233
78,-1.1198810338974,-0.09025514125823975
79,-1.1599624156951904,-0.1142432689666748
80,-1.017198085784912,-0.1275233030319214
81,-1.1234238147735596,0.022346138954162598
82,-1.000278353691101,-0.053655266761779785
83,-0.9786238670349121,-0.04341411590576172
84,-0.9797288775444031,-0.15585577487945557
85,-0.9865872263908386,-0.07751566171646118
86,-0.9614406824111938,-0.015675663948059082
87,-1.0187567472457886,-0.05836224555969238
88,-1.1072642803192139,-0.049393415451049805
89,-1.0283691883087158,0.09239834547042847
90,-0.9713340997695923,0.09951376914978027
91,-0.9516481161117554,-0.0805208683013916
92,-1.0397779941558838,-0.07358062267303467
93,-0.9107338786125183,-0.0035911202430725098
94,-0.8835517764091492,0.019346117973327637
95,-1.009558081626892,-0.09879040718078613
96,-0.8944553136825562,-0.1795925498008728
97,-0.9239405989646912,-0.033759236335754395
98,-0.9245153665542603,-0.12136465311050415
99,-0.9010184407234192,-0.0929405689239502
100,-0.9152336120605469,-0.027792036533355713
101,-0.9145508408546448,-0.046247124671936035
102,-0.8869448304176331,-0.09116703271865845
103,-0.9534500241279602,-0.08181989192962646
104,-0.9519192576408386,0.032439589500427246
105,-1.0393567085266113,0.011008381843566895
106,-0.9540634155273438,-0.11739164590835571
107,-0.9385194182395935,-0.14939790964126587
108,-0.8487725257873535,-0.2408686876296997
109,-1.0139751434326172,0.04963165521621704
110,-0.8353264331817627,-0.07911795377731323
111,-0.8347476720809937,-0.08104413747787476
112,-0.9454191327095032,-0.09608215093612671
113,-0.7660900950431824,-0.08730936050415039
114,-0.8748037219047546,-0.08759427070617676
115,-0.7713825106620789,-0.1810927391052246
116,-0.7984965443611145,-0.1510750651359558
117,-1.027940034866333,-0.04760169982910156
118,-0.886461615562439,-0.12033653259277344
119,-0.7908542156219482,0.00032335519790649414
120,-0.7760311961174011,-0.038529276847839355
121,-0.8333239555358887,-0.14961844682693481
122,-1.00063955783844,-0.17406588792800903
123,-0.670274019241333,-0.06295424699783325
124,-0.6557598114013672,-0.2062392234802246
125,-0.8788073658943176,-0.05604279041290283
126,-0.8911449909210205,-0.09011721611022949
127,-0.7985679507255554,0.01920682191848755
128,-0.7037321329116821,-0.07015514373779297
129,-0.8555009365081787,0.00827038288116455
130,-0.7415705919265747,-0.15672141313552856
131,-0.7140610218048096,-0.03225165605545044
132,-0.729084849357605,-0.1602495312690735
133,-0.8505660891532898,-0.0743054747581482
134,-0.8051008582115173,-0.047083258628845215
135,-0.7314335107803345,-0.06483447551727295
136,-0.7956757545471191,-0.05849379301071167
137,-0.7320359945297241,-0.07974636554718018
138,-0.7676553130149841,0.09369766712188721
139,-0.7963799238204956,-0.005711555480957031
140,-0.6987776160240173,-0.1830141544342041
141,-0.7349660396575928,-0.035542309284210205
142,-0.8589457869529724,-0.2033684253692627
143,-0.884189784526825,-0.0387113094329834
144,-0.8040322065353394,-0.08469724655151367
145,-0.7821251153945923,0.0007987618446350098
146,-0.7596937417984009,0.04216426610946655
147,-0.7857742309570312,-0.07739043235778809
148,-0.7287710309028625,0.006804108619689941
149,-0.7983189225196838,-0.04008209705352783
150,-0.6610268950462341,-0.020523011684417725
151,-0.8701221942901611,0.006356358528137207
152,-0.8119238018989563,-0.05880606174468994
153,-0.8631501197814941,-0.046975791454315186
154,-0.8122646808624268,-0.060245394706726074
155,-0.8134719133377075,-0.0940675139427185
156,-0.7103977203369141,-0.09478789567947388
157,-0.7719182372093201,-0.05391359329223633
158,-0.5899040699005127,0.012979745864868164
159,-0.6482928991317749,-0.13917803764343262
160,-0.7416872978210449,-0.0503387451171875
161,-0.793474555015564,-0.18594688177108765
162,-0.8051537871360779,0.06417620182037354
163,-0.6852699518203735,-0.030858099460601807
164,-0.8110684156417847,0.052155137062072754
165,-0.8997236490249634,-0.1489659547805786
166,-0.7437877058982849,-0.09051740169525146
167,-0.7539812326431274,-0.1311296820640564
168,-0.8068303465843201,-0.10587918758392334
169,-0.7304480671882629,-0.023711025714874268
170,-0.9163845777511597,-0.09418982267379761
171,-0.7807762026786804,0.07754939794540405
172,-0.6785328388214111,-0.005638420581817627
173,-0.8343291282653809,-0.14204931259155273
174,-0.8163130283355713,-0.006377518177032471
175,-0.815986156463623,-0.09347057342529297
176,-0.6364402770996094,-0.012378692626953125
177,-0.7627874612808228,-0.055541038513183594
178,-0.7957940697669983,0.09164083003997803
179,-0.6880921721458435,-0.08207732439041138
180,-0.8261228203773499,-0.028448522090911865
181,-0.7427879571914673,-0.048832833766937256
182,-0.7498651742935181,-0.21531414985656738
183,-0.8012893795967102,0.031125366687774658
184,-0.7528886198997498,-0.22954630851745605
185,-0.7642825245857239,-0.051963627338409424
186,-0.7204425930976868,0.044212400913238525
187,-0.824074923992157,0.01618248224258423
188,-0.6543394327163696,-0.1375504732131958
189,-0.7772679924964905,-0.17786544561386108
190,-0.7745522856712341,-0.04560059309005737
191,-0.8776261210441589,-0.15943533182144165
192,-0.8266246318817139,-0.08595085144042969
193,-0.6943214535713196,-0.17017078399658203
194,-0.7773246765136719,-0.08257788419723511
195,-0.7142198085784912,-0.06917524337768555
196,-0.6366772651672363,0.0724097490310669
197,-0.8337109088897705,-0.05205601453781128
198,-0.7862611413002014,0.053099989891052246
199,-0.7388825416564941,-0.09717166423797607
200,-0.6135112643241882,-0.1443282961845398
201,-0.6199037432670593,-0.046695172786712646
202,-0.7022743225097656,-0.14506542682647705
203,-0.6828410625457764,-0.1221475601196289
204,-0.6360851526260376,-0.051223695278167725
205,-0.6516151428222656,-0.08265596628189087
206,-0.6845996379852295,0.09627175331115723
207,-0.5249216556549072,-0.04635131359100342
208,-0.6615242958068848,0.0020870566368103027
209,-0.7337439060211182,-0.09950917959213257
210,-0.5638778805732727,-0.0577126145362854
211,-0.7383987307548523,-0.11051839590072632
212,-0.5780997276306152,0.04081195592880249
213,-0.5474374294281006,-0.11373239755630493
214,-0.5967895984649658,-0.057398200035095215
215,-0.6730921268463135,-0.04490619897842407
216,-0.7301177978515625,-0.08627700805664062
217,-0.6124815344810486,0.033430516719818115
218,-0.6302026510238647,0.1710735559463501
219,-0.6333431005477905,-0.10138717293739319
220,-0.5590940713882446,-0.08699166774749756
221,-0.7673988938331604,-0.10363811254501343
222,-0.7993547916412354,0.022158920764923096
223,-0.7047364711761475,-0.020014584064483643
224,-0.6720578670501709,-0.003252387046813965
225,-0.6682331562042236,-0.031003236770629883
226,-0.6356344819068909,-0.17819297313690186
227,-0.7560396790504456,-0.11625880002975464
228,-0.8341189622879028,0.07089883089065552
229,-0.720305323600769,-0.09356689453125
230,-0.7328034043312073,0.07347708940505981
231,-0.7142902612686157,-0.07589942216873169
232,-0.7216411828994751,-0.030516207218170166
233,-0.5288196206092834,-0.025828838348388672
234,-0.7555243968963623,-0.07855921983718872
235,-0.658749520778656,0.02818232774734497
236,-0.6977434754371643,-0.12806713581085205
237,-0.79627525806427,-0.062429964542388916
238,-0.63767409324646,-0.0911339521408081
239,-0.5688766241073608,0.01071709394454956
240,-0.6537298560142517,-0.048896193504333496
241,-0.6306548714637756,-0.11633116006851196
242,-0.6189653277397156,0.007925033569335938
243,-0.8210220336914062,-0.016317665576934814
244,-0.6584458947181702,-0.15597641468048096
245,-0.6696998476982117,0.0839080810546875
246,-0.5786616802215576,-0.1717398464679718
247,-0.6756032705307007,-0.12386304140090942
248,-0.6692559719085693,-0.013787984848022461
249,-0.8016866445541382,0.19030272960662842
250,-0.7919436693191528,-0.19908255338668823
251,-0.8650547862052917,0.01731008291244507
252,-0.835554838180542,-0.06984305381774902
253,-0.7224063277244568,-0.09991252422332764
254,-0.6502987146377563,-0.033385396003723145
255,-0.6943171620368958,0.006247460842132568
256,-0.7083885669708252,-0.1151459813117981
257,-0.7729750871658325,-0.14048165082931519
258,-0.8071168661117554,0.023527026176452637
259,-0.6711637377738953,0.15752547979354858
260,-0.7146407961845398,0.034615933895111084
261,-0.6061268448829651,0.03661125898361206
262,-0.6739447116851807,0.013568580150604248
263,-0.8119291067123413,-0.2576180100440979
264,-0.6992274522781372,-0.013989686965942383
265,-0.7526571154594421,-0.14238548278808594
266,-0.653169572353363,-0.06623929738998413
267,-0.638526201248169,-0.019063055515289307
268,-0.6619080901145935,0.06274980306625366
269,-0.6790034770965576,-0.09447985887527466
270,-0.6641235947608948,-0.21994900703430176
271,-0.7608340382575989,0.039826393127441406
272,-0.7548707723617554,0.12315231561660767
273,-0.9359727501869202,-0.02462291717529297
274,-0.7282437682151794,0.013699650764465332
275,-0.7234131693840027,-0.07241290807723999
276,-0.7240549325942993,0.012207627296447754
277,-0.8203482627868652,-0.0531802773475647
278,-0.7020633816719055,-0.004227995872497559
279,-0.7184615135192871,-0.12479627132415771
280,-0.6542301177978516,-0.10781675577163696
281,-0.7612800002098083,-0.19755691289901733
282,-0.685686469078064,-0.07917028665542603
283,-0.765052318572998,-0.05461156368255615
284,-0.7250717282295227,0.07539129257202148
285,-0.7230010032653809,0.04520231485366821
286,-0.5777660608291626,0.010304689407348633
287,-0.6336510181427002,-0.09120243787765503
288,-0.6829484701156616,-0.07295411825180054
289,-0.7049721479415894,-0.0891495943069458
290,-0.7348307967185974,-0.21751511096954346
291,-0.7823704481124878,-0.15597331523895264
292,-0.629019558429718,-0.02450615167617798
293,-0.6912668347358704,-0.36123859882354736
294,-0.7511841654777527,-0.035388827323913574
295,-0.6294892430305481,0.026643753051757812
296,-0.8129959106445312,-0.11915826797485352
297,-0.7681313157081604,0.01517254114151001
298,-0.6705908179283142,-0.15877991914749146
299,-0.6333751082420349,-0.033727049827575684
