Epoch,Batch,Loss
5,6,5.372908115386963
5,7,5.071981430053711
5,8,5.4022345542907715
5,9,5.199761390686035
5,10,5.212053298950195
5,11,5.526055335998535
5,12,5.111122131347656
5,13,5.337527751922607
5,14,5.409825325012207
5,15,5.513221263885498
5,16,5.334746360778809
5,17,5.211294174194336
5,18,5.468183994293213
5,19,5.319522380828857
6,0,5.144095420837402
6,1,5.284378528594971
6,2,5.173663139343262
6,3,5.331379413604736
6,4,5.176639556884766
6,5,5.3698554039001465
6,6,5.2886199951171875
6,7,5.265805244445801
6,8,5.634245872497559
6,9,5.118198871612549
6,10,5.326847553253174
6,11,5.255365371704102
6,12,5.115561008453369
6,13,5.246493816375732
6,14,5.176412105560303
6,15,5.143466949462891
6,16,5.284598350524902
6,17,5.258829116821289
6,18,5.291656494140625
6,19,5.388227462768555
7,0,5.3696184158325195
7,1,5.116042137145996
7,2,5.278252124786377
7,3,5.205894470214844
7,4,5.513119697570801
7,5,5.138976573944092
7,6,5.381525039672852
7,7,4.872805118560791
7,8,5.3109893798828125
7,9,5.078054428100586
7,10,5.3159637451171875
7,11,5.092518329620361
7,12,5.123185634613037
7,13,5.486440658569336
7,14,5.159324645996094
7,15,5.38857364654541
7,16,5.148778438568115
7,17,5.203025817871094
7,18,5.240848064422607
7,19,5.145160675048828
8,0,5.116042137145996
8,1,5.47920560836792
8,2,5.24907112121582
8,3,5.397439956665039
8,4,5.1603217124938965
8,5,4.8196611404418945
8,6,5.258397579193115
8,7,5.136034965515137
8,8,5.298835754394531
8,9,5.128870964050293
8,10,5.216365814208984
8,11,5.247437000274658
8,12,5.3548173904418945
8,13,5.316736698150635
8,14,5.041436672210693
8,15,5.312592029571533
8,16,5.143498420715332
8,17,5.0516438484191895
8,18,5.215245246887207
8,19,5.162761211395264
9,0,5.24548864364624
9,1,5.282741069793701
9,2,5.219223976135254
9,3,5.003274917602539
9,4,5.136646270751953
9,5,5.2183146476745605
9,6,5.097405910491943
9,7,5.363863945007324
9,8,5.291837215423584
9,9,4.9312872886657715
9,10,4.954423904418945
9,11,5.102626800537109
9,12,5.168323993682861
9,13,5.034670829772949
9,14,5.045338153839111
9,15,5.239340305328369
9,16,5.137031078338623
9,17,5.121129035949707
9,18,5.10491418838501
9,19,5.0082879066467285
10,0,5.22689151763916
10,1,5.1411051750183105
10,2,5.199334144592285
10,3,5.22921085357666
10,4,5.03987979888916
10,5,5.161750316619873
10,6,5.205865859985352
10,7,5.384151935577393
10,8,5.139670372009277
10,9,5.225185871124268
10,10,5.157822132110596
10,11,5.18361759185791
10,12,4.975778102874756
10,13,5.332609176635742
10,14,5.220674514770508
10,15,5.31572151184082
10,16,5.085541725158691
10,17,5.427606582641602
10,18,5.030444145202637
10,19,5.145400047302246
11,0,5.133339881896973
11,1,5.152343273162842
11,2,4.947376728057861
11,3,4.863325119018555
11,4,5.375548362731934
11,5,5.406118392944336
11,6,5.170186519622803
11,7,5.0637335777282715
11,8,5.207808494567871
11,9,5.252900123596191
11,10,5.2434868812561035
11,11,5.229503154754639
11,12,5.125984191894531
11,13,5.082155227661133
11,14,5.10933780670166
11,15,5.159244537353516
11,16,5.153524875640869
11,17,5.129567623138428
11,18,5.196001052856445
11,19,5.40878438949585
12,0,5.187927722930908
12,1,5.079623222351074
12,2,5.044020652770996
12,3,5.366567611694336
12,4,5.142053604125977
12,5,4.998857498168945
12,6,5.393231391906738
12,7,5.050474166870117
12,8,5.331486701965332
12,9,5.115381240844727
12,10,5.16599702835083
12,11,5.226967811584473
12,12,5.1483154296875
12,13,4.982813358306885
12,14,5.3898091316223145
12,15,5.085380554199219
12,16,5.121767997741699
12,17,5.053165435791016
12,18,5.256174564361572
12,19,5.082881927490234
13,0,5.078573703765869
13,1,5.183355331420898
13,2,5.251622200012207
13,3,4.959405899047852
13,4,5.115782737731934
13,5,5.0818376541137695
13,6,5.436067581176758
13,7,5.140192031860352
13,8,4.92631196975708
13,9,5.271612167358398
13,10,4.9347357749938965
13,11,5.256483554840088
13,12,5.125665664672852
13,13,5.328487873077393
13,14,4.945401668548584
13,15,5.1248979568481445
13,16,5.097355842590332
13,17,5.196371555328369
13,18,5.120258808135986
13,19,5.139387130737305
14,0,5.055390357971191
14,1,5.29058313369751
14,2,5.220664978027344
14,3,5.219823837280273
14,4,5.295749187469482
14,5,5.219323635101318
14,6,4.799491882324219
14,7,5.18871545791626
14,8,5.0525360107421875
14,9,4.890514373779297
14,10,5.0719828605651855
14,11,5.151303291320801
14,12,5.120455265045166
14,13,5.242776870727539
14,14,5.233442783355713
14,15,5.2271952629089355
14,16,5.398896217346191
14,17,4.961601734161377
14,18,4.8670525550842285
14,19,4.867677688598633
15,0,4.991851806640625
15,1,5.205145359039307
15,2,5.331020355224609
15,3,4.9830827713012695
15,4,5.32835054397583
15,5,5.32301139831543
15,6,5.056102752685547
15,7,5.222587585449219
15,8,5.319268226623535
15,9,5.127230167388916
15,10,5.095244884490967
15,11,5.032602310180664
15,12,5.1395182609558105
15,13,5.083868026733398
15,14,4.917866230010986
15,15,5.091598033905029
15,16,5.354255676269531
15,17,5.134389877319336
15,18,5.050001621246338
15,19,5.254566192626953
16,0,5.012826919555664
16,1,5.2515153884887695
16,2,4.971523284912109
16,3,5.118008613586426
16,4,4.917828559875488
16,5,5.543222427368164
16,6,5.073547840118408
16,7,5.042176723480225
16,8,5.156262397766113
16,9,4.976039886474609
16,10,5.130121231079102
16,11,5.210283279418945
16,12,5.286059379577637
16,13,5.0177531242370605
16,14,5.188913345336914
16,15,5.229846000671387
16,16,5.019227504730225
16,17,5.111066818237305
16,18,4.983016014099121
16,19,5.19354248046875
17,0,5.0589213371276855
17,1,5.141404628753662
17,2,5.032180309295654
17,3,5.139505386352539
17,4,5.211635589599609
17,5,5.013487339019775
17,6,5.080991268157959
17,7,5.303389549255371
17,8,5.0289506912231445
17,9,4.8994526863098145
17,10,5.203085899353027
17,11,5.408223628997803
17,12,5.267254829406738
17,13,4.8154497146606445
17,14,5.084629535675049
17,15,5.19898796081543
17,16,5.226656913757324
17,17,4.996016025543213
17,18,5.078360080718994
17,19,5.192942142486572
18,0,5.10593318939209
18,1,5.177581787109375
18,2,5.014939308166504
18,3,5.269874572753906
18,4,5.229643821716309
18,5,5.088414669036865
18,6,5.084980010986328
18,7,5.155713081359863
18,8,5.163926124572754
18,9,4.973978042602539
18,10,5.182190418243408
18,11,5.042692184448242
18,12,5.187133312225342
18,13,5.103421211242676
18,14,5.30502986907959
18,15,5.072727203369141
18,16,5.132511615753174
18,17,5.0796990394592285
18,18,5.197299957275391
18,19,5.038269519805908
19,0,5.159703254699707
19,1,5.120235443115234
19,2,5.165462970733643
19,3,4.867292881011963
19,4,5.258787155151367
19,5,5.163496971130371
19,6,5.355503082275391
19,7,5.164148330688477
19,8,5.060810089111328
19,9,5.238008975982666
19,10,5.174982070922852
19,11,5.044701099395752
19,12,5.040555000305176
19,13,4.9330220222473145
19,14,4.926916599273682
19,15,5.006294250488281
19,16,5.053704261779785
19,17,5.110011100769043
19,18,5.244287490844727
19,19,5.135890483856201
20,0,5.22834587097168
20,1,5.231616973876953
20,2,5.106204986572266
20,3,5.2088751792907715
20,4,5.308664321899414
20,5,5.224128723144531
20,6,4.961748123168945
20,7,5.0474042892456055
20,8,5.297715187072754
20,9,5.006331920623779
20,10,5.1224870681762695
20,11,5.239927291870117
20,12,5.16768741607666
20,13,5.021389484405518
20,14,5.058815956115723
20,15,5.048917770385742
20,16,4.9782490730285645
20,17,5.023799896240234
20,18,5.160670280456543
20,19,5.086668014526367
21,0,5.089182376861572
21,1,5.108930587768555
21,2,5.0255255699157715
21,3,4.977571487426758
21,4,5.048342704772949
21,5,5.089717388153076
21,6,4.826772212982178
21,7,4.93427848815918
21,8,5.1700568199157715
21,9,5.1639251708984375
21,10,5.154061317443848
21,11,5.2427849769592285
21,12,5.040457725524902
21,13,4.9918212890625
21,14,5.055935382843018
21,15,5.196895599365234
21,16,5.014350414276123
21,17,4.989743709564209
21,18,5.105726718902588
21,19,5.237439155578613
22,0,5.104141712188721
22,1,5.188013076782227
22,2,4.905059814453125
22,3,5.011407852172852
22,4,5.084716796875
22,5,4.947175025939941
22,6,5.137023448944092
22,7,5.0940093994140625
22,8,5.142190933227539
22,9,5.199735164642334
22,10,4.987590312957764
22,11,5.129033088684082
22,12,4.90529727935791
22,13,4.971311569213867
22,14,5.103561878204346
22,15,5.135735988616943
22,16,5.256136894226074
22,17,5.127844333648682
22,18,5.097620487213135
22,19,5.109408378601074
23,0,5.1384077072143555
23,1,4.919145584106445
23,2,5.0502777099609375
23,3,5.045248985290527
23,4,5.073888778686523
23,5,5.13340425491333
23,6,4.951858997344971
23,7,5.076972007751465
23,8,5.168483257293701
23,9,5.22452449798584
23,10,4.949588298797607
23,11,5.278234004974365
23,12,5.05926513671875
23,13,5.102756500244141
23,14,5.003371715545654
23,15,5.293049335479736
23,16,5.184803009033203
23,17,5.0239644050598145
23,18,5.103228569030762
23,19,5.018129825592041
24,0,5.305103778839111
24,1,4.872546195983887
24,2,5.0496826171875
24,3,4.92642879486084
24,4,5.1885857582092285
24,5,5.0567193031311035
24,6,5.168767929077148
24,7,5.183497428894043
24,8,5.084846496582031
24,9,5.117857933044434
24,10,5.215972900390625
24,11,5.021467208862305
24,12,5.067058086395264
24,13,5.250650405883789
24,14,4.986147403717041
24,15,5.019268035888672
24,16,4.9881792068481445
24,17,5.124792575836182
24,18,5.218395233154297
24,19,4.9706878662109375
25,0,4.944215297698975
25,1,4.978349685668945
25,2,4.927963733673096
25,3,5.220757961273193
25,4,4.980536460876465
25,5,5.267811298370361
25,6,5.21696138381958
25,7,5.214696407318115
25,8,4.920952796936035
25,9,5.086050033569336
25,10,5.149205207824707
25,11,5.236149787902832
25,12,5.028653144836426
25,13,5.108602523803711
25,14,5.181488037109375
25,15,5.024712085723877
25,16,5.018831253051758
25,17,5.09161901473999
25,18,5.183748722076416
25,19,5.288987159729004
26,0,5.118634223937988
26,1,5.152307510375977
26,2,5.0916900634765625
26,3,4.963749408721924
26,4,4.767482280731201
26,5,5.083353042602539
26,6,5.179409980773926
26,7,5.277952194213867
26,8,5.056751251220703
26,9,5.112473011016846
26,10,4.894830703735352
26,11,5.126189231872559
26,12,5.164596080780029
26,13,5.097123622894287
26,14,5.120245456695557
26,15,5.1412434577941895
26,16,5.140212059020996
26,17,5.227114200592041
26,18,5.092405796051025
26,19,4.799739837646484
27,0,5.19149923324585
27,1,5.178834438323975
27,2,5.0472564697265625
27,3,5.17722225189209
27,4,5.285867691040039
27,5,5.2207441329956055
27,6,5.112232208251953
27,7,5.071551322937012
27,8,5.055604457855225
27,9,5.134366989135742
27,10,5.053246021270752
27,11,5.055881023406982
27,12,5.153918266296387
27,13,5.1409196853637695
27,14,5.07044792175293
27,15,5.249856472015381
27,16,5.163624286651611
27,17,5.01997184753418
27,18,5.003842830657959
27,19,4.982082366943359
28,0,5.124062538146973
28,1,4.962281227111816
28,2,5.308525085449219
28,3,5.091612339019775
28,4,5.290826797485352
28,5,5.087009429931641
28,6,5.007706642150879
28,7,5.080246925354004
28,8,5.096266746520996
28,9,5.135329723358154
28,10,4.988178253173828
28,11,5.14420223236084
28,12,5.143221378326416
28,13,4.944414138793945
28,14,4.98369026184082
28,15,5.217574119567871
28,16,4.723789215087891
28,17,5.203284740447998
28,18,5.0576276779174805
28,19,5.076675891876221
29,0,5.052204608917236
29,1,5.120969772338867
29,2,5.071030616760254
29,3,4.957658767700195
29,4,4.952281951904297
29,5,5.065001964569092
29,6,5.034515857696533
29,7,4.847195625305176
29,8,4.891175270080566
29,9,5.1309709548950195
29,10,4.775321960449219
29,11,4.982012748718262
29,12,5.1954193115234375
29,13,5.047275543212891
29,14,5.057511806488037
29,15,5.066652297973633
29,16,5.185952186584473
29,17,5.092195987701416
29,18,5.090746879577637
29,19,5.064942359924316
30,0,5.064229488372803
30,1,5.057971954345703
30,2,5.1130523681640625
30,3,5.236093521118164
30,4,5.214962005615234
30,5,5.354333877563477
30,6,5.021934509277344
30,7,5.1221723556518555
30,8,5.154151916503906
30,9,5.2867536544799805
30,10,5.357654571533203
30,11,5.085256099700928
30,12,5.2062668800354
30,13,5.101064205169678
30,14,4.965295791625977
30,15,5.046145439147949
30,16,5.235143661499023
30,17,5.054086208343506
30,18,5.078374862670898
30,19,4.960934162139893
31,0,5.255416393280029
31,1,5.198271751403809
31,2,4.997089862823486
31,3,4.995890140533447
31,4,5.304241180419922
31,5,5.272603511810303
31,6,5.090275287628174
31,7,5.07370138168335
31,8,5.06696891784668
31,9,5.119116306304932
31,10,4.972900390625
31,11,5.106747150421143
31,12,4.8369293212890625
31,13,5.13348388671875
31,14,5.194255828857422
31,15,5.0831217765808105
31,16,4.8426289558410645
31,17,5.118768692016602
31,18,5.0713887214660645
31,19,5.258886814117432
32,0,5.161303997039795
32,1,5.269853115081787
32,2,4.948275566101074
32,3,5.284237384796143
32,4,5.1353583335876465
32,5,5.035049915313721
32,6,5.155827045440674
32,7,4.890568256378174
32,8,5.017910480499268
32,9,5.231174945831299
32,10,5.072792053222656
32,11,5.11368989944458
32,12,5.015913009643555
32,13,5.234103202819824
32,14,4.980563163757324
32,15,4.902403354644775
32,16,5.048539161682129
32,17,5.113681793212891
32,18,5.1330037117004395
32,19,4.8528218269348145
33,0,5.161716461181641
33,1,4.902859210968018
33,2,5.0669264793396
33,3,4.981400966644287
33,4,5.07985258102417
33,5,5.156343460083008
33,6,4.9511518478393555
33,7,5.176145553588867
33,8,5.191069602966309
33,9,5.139269828796387
33,10,5.1370038986206055
33,11,5.021087646484375
33,12,5.0761003494262695
33,13,5.012066841125488
33,14,4.9182939529418945
33,15,5.141726970672607
33,16,5.143467903137207
33,17,4.920568466186523
33,18,5.161403656005859
33,19,4.818182945251465
34,0,5.139185905456543
34,1,5.0165510177612305
34,2,5.073486804962158
34,3,5.114785671234131
34,4,5.134953498840332
34,5,5.186605453491211
34,6,4.952958106994629
34,7,5.049201965332031
34,8,5.012783527374268
34,9,5.160375595092773
34,10,4.99404764175415
34,11,5.120258808135986
34,12,5.040468692779541
34,13,4.826348304748535
34,14,4.9948225021362305
34,15,4.980093002319336
34,16,5.116186618804932
34,17,5.214085102081299
34,18,5.303778648376465
34,19,4.957796096801758
35,0,4.983943939208984
35,1,5.0662007331848145
35,2,4.876819610595703
35,3,5.012231826782227
35,4,5.063867568969727
35,5,4.891772270202637
35,6,4.966001987457275
35,7,5.353112697601318
35,8,5.154229640960693
35,9,5.115008354187012
35,10,4.9332475662231445
35,11,5.042849063873291
35,12,5.215944290161133
35,13,5.023861408233643
35,14,5.108964443206787
35,15,5.0831522941589355
35,16,5.156905174255371
35,17,5.214853286743164
35,18,4.860617637634277
35,19,5.200716018676758
36,0,5.240499496459961
36,1,5.018519401550293
36,2,5.251105785369873
36,3,5.141709327697754
36,4,5.18756103515625
36,5,5.053380966186523
36,6,4.989768981933594
36,7,5.140002250671387
36,8,5.032825946807861
36,9,4.861684799194336
36,10,5.018158435821533
36,11,5.2140069007873535
36,12,5.196783065795898
36,13,4.950393199920654
36,14,4.925052642822266
36,15,5.021316051483154
36,16,5.04389762878418
36,17,5.121747970581055
36,18,5.068337440490723
36,19,5.068016529083252
37,0,5.217631816864014
37,1,5.291108131408691
37,2,4.968252658843994
37,3,4.790996551513672
37,4,5.142766952514648
37,5,4.962822914123535
37,6,5.070311546325684
37,7,5.120837211608887
37,8,5.184169292449951
37,9,5.2369279861450195
37,10,4.861656188964844
37,11,4.844911575317383
37,12,4.997735977172852
37,13,5.071568489074707
37,14,5.247118949890137
37,15,4.9011688232421875
37,16,5.092080593109131
37,17,5.211525917053223
37,18,5.304914474487305
37,19,5.086353778839111
38,0,5.092494964599609
38,1,5.1198649406433105
38,2,5.190268039703369
38,3,5.023622512817383
38,4,5.195592403411865
38,5,5.0575714111328125
38,6,4.978622913360596
38,7,4.98124885559082
38,8,4.987027168273926
38,9,4.9431257247924805
38,10,5.093346118927002
38,11,4.984130859375
38,12,5.1149115562438965
38,13,5.126345157623291
38,14,5.099186897277832
38,15,5.027359485626221
38,16,5.343847274780273
38,17,5.120080471038818
38,18,5.017795085906982
38,19,4.7554755210876465
39,0,5.0852484703063965
39,1,4.951706886291504
39,2,5.08167839050293
39,3,5.206332206726074
39,4,5.026748180389404
39,5,4.877574443817139
39,6,4.9363250732421875
39,7,5.0106353759765625
39,8,5.202846527099609
39,9,5.012063026428223
39,10,4.977977752685547
39,11,4.927631378173828
39,12,5.03757905960083
39,13,4.787387371063232
39,14,4.973237037658691
39,15,5.179961204528809
39,16,5.239628314971924
39,17,4.9813361167907715
39,18,5.0993876457214355
39,19,4.989765644073486
40,0,5.07375431060791
40,1,4.981253623962402
40,2,5.137953758239746
40,3,4.978200912475586
40,4,4.909452438354492
40,5,5.053061008453369
40,6,5.239102363586426
40,7,5.065356254577637
40,8,4.960254192352295
40,9,5.150116443634033
40,10,5.009104251861572
40,11,4.803257942199707
40,12,5.062293529510498
40,13,5.141238212585449
40,14,5.183445930480957
40,15,4.954586982727051
40,16,4.94366455078125
40,17,5.113232612609863
40,18,4.945923805236816
40,19,5.022991180419922
41,0,5.077592372894287
41,1,4.940980434417725
41,2,5.088566303253174
41,3,5.000642776489258
41,4,5.347544193267822
41,5,5.028470993041992
41,6,5.043086528778076
41,7,5.162684440612793
41,8,5.005974769592285
41,9,5.089512825012207
41,10,4.933493137359619
41,11,5.1442551612854
41,12,4.997954845428467
41,13,4.90718936920166
41,14,4.964657306671143
41,15,5.100971221923828
41,16,5.202145576477051
41,17,4.761712074279785
41,18,5.070208549499512
41,19,4.911792755126953
42,0,4.906538009643555
42,1,4.957394123077393
42,2,5.132347583770752
42,3,4.851767539978027
42,4,5.154548168182373
42,5,4.909514427185059
42,6,5.003078937530518
42,7,5.080810070037842
42,8,5.210036277770996
42,9,4.938466548919678
42,10,4.934985160827637
42,11,4.987886428833008
42,12,5.220520973205566
42,13,4.855568885803223
42,14,4.749259948730469
42,15,4.968017578125
42,16,5.007821559906006
42,17,5.074272155761719
42,18,5.012523174285889
42,19,5.012192726135254
43,0,4.880738258361816
43,1,4.977687835693359
43,2,4.868554592132568
43,3,5.005047798156738
43,4,4.867378234863281
43,5,4.954179763793945
43,6,4.807372093200684
43,7,4.827955722808838
43,8,5.100630760192871
43,9,4.87070369720459
43,10,4.868898868560791
43,11,4.686171531677246
43,12,5.024271011352539
43,13,4.7042388916015625
43,14,4.664333343505859
43,15,4.73060417175293
43,16,4.823702335357666
43,17,4.636247634887695
43,18,4.8126068115234375
43,19,4.737144470214844
44,0,4.721693992614746
44,1,4.794624328613281
44,2,4.706582546234131
44,3,5.054574966430664
44,4,4.9761505126953125
44,5,4.940841197967529
44,6,4.919018745422363
44,7,4.629007339477539
44,8,4.598805904388428
44,9,4.842986106872559
44,10,4.531179428100586
44,11,4.786580562591553
44,12,4.751693248748779
44,13,4.61540412902832
44,14,4.752113342285156
44,15,4.78594970703125
44,16,4.72907829284668
44,17,4.54792594909668
44,18,4.483865737915039
44,19,4.911057949066162
45,0,4.949404716491699
45,1,4.650094985961914
45,2,4.645319938659668
45,3,4.640987873077393
45,4,4.637075424194336
45,5,4.591241836547852
45,6,4.6292619705200195
45,7,4.830826759338379
45,8,4.613749027252197
45,9,4.496768951416016
45,10,4.53635311126709
45,11,4.758108139038086
45,12,4.884005546569824
45,13,4.59743595123291
45,14,4.979374885559082
45,15,4.6256279945373535
45,16,4.649142742156982
45,17,4.603010654449463
45,18,4.509102821350098
45,19,4.697066307067871
46,0,4.361907958984375
46,1,4.809368133544922
46,2,4.700663089752197
46,3,4.482578754425049
46,4,4.754846096038818
46,5,4.640795707702637
46,6,4.495326042175293
46,7,4.652107238769531
46,8,4.533487319946289
46,9,4.557031631469727
46,10,4.704853057861328
46,11,4.607353210449219
46,12,4.560939788818359
46,13,4.514615058898926
46,14,4.625690460205078
46,15,4.452866077423096
46,16,4.767760276794434
46,17,4.507885932922363
46,18,4.590111255645752
46,19,4.766361236572266
47,0,4.383485317230225
47,1,4.269449710845947
47,2,4.5141706466674805
47,3,4.783840656280518
47,4,4.5765838623046875
47,5,4.4640092849731445
47,6,4.581039905548096
47,7,4.468045711517334
47,8,4.456844806671143
47,9,4.65897274017334
47,10,4.434440612792969
47,11,4.416109561920166
47,12,4.595361232757568
47,13,4.4055376052856445
47,14,4.698477268218994
47,15,4.825335502624512
47,16,4.40132474899292
47,17,4.56331205368042
47,18,4.407716274261475
47,19,4.176619529724121
48,0,4.573685169219971
48,1,4.593249320983887
48,2,4.331705093383789
48,3,4.57434606552124
48,4,4.478229522705078
48,5,4.605873107910156
48,6,4.319084644317627
48,7,4.592454433441162
48,8,4.632442474365234
48,9,4.429562568664551
48,10,4.299098491668701
48,11,4.511505603790283
48,12,4.462989807128906
48,13,4.226040840148926
48,14,4.4565935134887695
48,15,4.2731122970581055
48,16,4.432062149047852
48,17,4.528430461883545
48,18,4.496245384216309
48,19,4.377444267272949
49,0,4.557660102844238
49,1,4.242066860198975
49,2,4.345056533813477
49,3,4.323724746704102
49,4,4.343955039978027
49,5,4.374625205993652
49,6,4.56939697265625
49,7,4.534796714782715
49,8,4.2595977783203125
49,9,4.20126485824585
49,10,4.564530372619629
49,11,4.2078938484191895
49,12,4.333425521850586
49,13,4.5019612312316895
49,14,4.435017108917236
49,15,4.34471321105957
49,16,4.591274261474609
49,17,4.176955699920654
49,18,4.168791770935059
49,19,4.3262224197387695
50,0,4.508571624755859
50,1,4.393762588500977
50,2,4.114960193634033
50,3,4.157766342163086
50,4,4.467411041259766
50,5,4.2074294090271
50,6,4.6425323486328125
50,7,3.9767556190490723
50,8,4.326923370361328
50,9,4.213662624359131
50,10,3.8510913848876953
50,11,4.276838779449463
50,12,4.157299518585205
50,13,4.3679656982421875
50,14,4.115755081176758
50,15,4.084713935852051
50,16,4.178661346435547
50,17,4.044528007507324
50,18,4.300928115844727
50,19,4.045431613922119
51,0,3.9121198654174805
51,1,4.101063251495361
51,2,4.026708602905273
51,3,4.153163909912109
51,4,4.271221160888672
51,5,4.228490829467773
51,6,3.890782594680786
51,7,4.00860071182251
51,8,4.20823335647583
51,9,4.005226135253906
51,10,3.8210039138793945
51,11,4.2601728439331055
51,12,3.972254753112793
51,13,4.220243453979492
51,14,4.00946569442749
51,15,3.9858193397521973
51,16,4.085946083068848
51,17,4.314622402191162
51,18,4.050008773803711
51,19,3.994058609008789
52,0,4.004212379455566
52,1,4.454021453857422
52,2,4.015537738800049
52,3,4.295444011688232
52,4,3.9631576538085938
52,5,3.912472724914551
52,6,3.978611469268799
52,7,3.902874708175659
52,8,3.956469774246216
52,9,3.955684185028076
52,10,3.997697353363037
52,11,3.823160171508789
52,12,3.9230384826660156
52,13,4.01349401473999
52,14,4.076838970184326
52,15,3.8445863723754883
52,16,4.045155048370361
52,17,3.8741374015808105
52,18,4.02964973449707
52,19,4.123105525970459
53,0,3.9186949729919434
53,1,4.187098503112793
53,2,3.6762917041778564
53,3,4.183338642120361
53,4,3.8793931007385254
53,5,3.8618171215057373
53,6,3.7514781951904297
53,7,3.8228952884674072
53,8,3.8896803855895996
53,9,4.0275468826293945
53,10,4.155747890472412
53,11,3.688281536102295
53,12,3.790902614593506
53,13,3.966665506362915
53,14,3.9501707553863525
53,15,4.248928070068359
53,16,3.8169307708740234
53,17,3.8353683948516846
53,18,3.9294373989105225
53,19,3.788940906524658
54,0,3.836207389831543
54,1,3.974931240081787
54,2,3.7311811447143555
54,3,3.826141119003296
54,4,3.80945086479187
54,5,3.8435020446777344
54,6,3.7783875465393066
54,7,4.02132511138916
54,8,4.070189476013184
54,9,4.175543308258057
54,10,4.021991729736328
54,11,3.959608554840088
54,12,4.2132697105407715
54,13,3.97170352935791
54,14,3.918107509613037
54,15,3.9741344451904297
54,16,3.922295570373535
54,17,3.7983179092407227
54,18,4.015109062194824
54,19,3.937636375427246
55,0,3.78821063041687
55,1,4.100175380706787
55,2,4.017149448394775
55,3,3.9878029823303223
55,4,3.824820041656494
55,5,3.672969102859497
55,6,3.6999130249023438
55,7,3.8352794647216797
55,8,3.9237537384033203
55,9,4.101498603820801
55,10,3.8236775398254395
55,11,3.936453342437744
55,12,3.8895254135131836
55,13,4.109577178955078
55,14,3.4508299827575684
55,15,3.9373619556427
55,16,3.8305859565734863
55,17,3.9136600494384766
55,18,3.718151092529297
55,19,3.6380457878112793
56,0,3.6522717475891113
56,1,3.832098960876465
56,2,3.6802730560302734
56,3,3.7914671897888184
56,4,3.7565298080444336
56,5,3.676612377166748
56,6,3.6568210124969482
56,7,3.8240795135498047
56,8,3.7871546745300293
56,9,3.85427188873291
56,10,3.6842074394226074
56,11,4.053564071655273
56,12,3.7568774223327637
56,13,3.600043296813965
56,14,4.072196960449219
56,15,3.7523083686828613
56,16,3.9252545833587646
56,17,3.8304638862609863
56,18,3.718743085861206
56,19,3.9369864463806152
57,0,3.869480609893799
57,1,4.023806095123291
57,2,3.994595527648926
57,3,3.977527618408203
57,4,3.7130584716796875
57,5,3.5727367401123047
57,6,3.5628960132598877
57,7,3.728147029876709
57,8,3.7553229331970215
57,9,4.018741130828857
